age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,anomaly
68,2,242095,9,13,2,4,0,4,1,20051,0,40,39,1,-1
19,4,29526,15,10,4,8,3,4,0,0,0,18,39,0,-1
18,4,27920,1,7,4,4,3,4,0,0,0,25,39,0,-1
53,4,153052,11,9,2,3,0,4,1,0,0,40,39,1,-1
43,4,345789,9,13,2,10,5,4,0,15024,0,50,39,1,-1
60,4,238913,9,13,2,12,0,4,1,0,0,46,39,1,-1
46,4,102569,12,14,2,4,0,4,1,15024,0,65,39,1,-1
26,4,37202,9,13,4,10,1,4,0,0,0,45,39,0,-1
18,4,298860,2,8,4,6,3,4,1,0,0,20,39,0,-1
22,4,51362,9,13,4,12,1,4,0,0,0,16,39,0,-1
59,6,32552,11,9,2,14,0,4,1,0,0,48,39,0,-1
44,7,96249,15,10,2,4,0,4,1,3411,0,40,39,0,-1
31,4,194293,15,10,4,1,1,4,0,2463,0,38,39,0,-1
43,4,102180,12,14,2,4,0,4,1,0,0,50,39,1,-1
30,4,113364,9,13,4,12,3,4,1,0,0,18,39,0,-1
30,4,326199,6,5,2,3,0,4,1,2580,0,40,39,0,-1
46,4,376789,11,9,4,8,1,4,1,0,0,15,39,0,-1
36,4,178815,9,13,4,4,1,4,1,8614,0,40,39,1,-1
46,7,238648,11,9,2,8,0,2,1,7298,0,40,39,1,-1
47,4,166181,15,10,2,1,5,2,0,0,0,48,39,1,-1
66,5,249043,9,13,2,12,0,4,1,5556,0,26,39,1,-1
71,0,128529,11,9,6,0,1,4,0,0,0,20,39,0,-1
36,1,186934,9,13,2,1,0,4,1,0,1848,55,39,1,-1
44,2,387770,15,10,6,1,4,4,0,0,0,15,39,0,-1
39,4,201410,9,13,2,14,0,4,1,0,1977,45,30,1,-1
36,4,220585,7,12,2,4,0,4,1,0,0,50,39,1,-1
60,6,282066,9,13,2,4,0,4,1,0,1977,45,39,1,-1
37,4,280966,15,10,2,7,0,4,1,0,0,50,39,1,-1
26,4,291586,9,13,4,14,3,4,1,0,0,20,39,0,-1
17,0,104025,1,7,4,0,3,4,1,0,0,18,39,0,-1
54,4,170562,15,10,2,4,0,4,1,0,0,48,39,1,-1
63,2,57674,12,14,2,10,0,4,1,0,0,48,39,0,-1
27,4,42734,15,10,4,8,1,4,1,0,0,25,39,0,-1
64,4,143110,9,13,6,10,1,4,0,0,0,30,39,0,-1
50,4,195844,7,12,2,4,0,4,1,0,0,50,39,1,-1
53,6,30008,0,6,2,5,0,4,1,0,0,35,39,0,-1
27,4,155057,11,9,4,14,1,4,1,0,0,70,39,0,-1
80,6,132728,11,9,4,4,1,4,1,0,0,20,39,0,-1
40,4,377322,11,9,2,3,0,2,1,0,0,40,39,1,-1
38,4,32528,15,10,2,4,0,4,1,0,0,40,39,1,-1
33,4,140206,14,15,2,10,0,4,1,0,0,40,39,1,-1
48,2,378221,9,13,2,4,0,4,1,0,0,60,26,1,-1
52,6,240013,12,14,2,12,0,4,1,0,0,70,39,0,-1
36,4,189382,11,9,2,1,5,4,0,0,0,40,39,1,-1
52,4,380633,4,3,6,8,4,4,0,0,0,40,26,0,-1
39,4,150480,14,15,2,10,0,4,1,0,0,55,39,1,-1
40,4,175674,9,13,2,12,0,4,1,0,0,50,39,1,-1
28,4,375313,11,9,4,13,1,1,1,0,0,50,39,0,-1
21,0,278391,15,10,4,0,3,4,1,0,0,16,39,0,-1
36,5,487085,5,4,4,3,4,2,1,0,0,40,39,0,-1
22,4,174461,15,10,4,1,3,4,0,0,0,15,39,0,-1
71,4,77253,11,9,4,6,1,4,1,0,0,17,39,0,-1
47,4,141511,10,16,2,10,0,4,1,0,0,60,39,1,-1
17,5,181608,0,6,4,12,3,4,1,0,0,12,39,0,-1
31,4,127610,9,13,2,4,5,4,0,0,0,50,39,1,-1
46,4,33842,15,10,2,14,0,4,1,3103,0,40,39,1,-1
39,1,30916,15,10,2,4,0,4,1,0,1902,50,39,1,-1
30,4,48829,11,9,4,12,1,4,0,0,1602,30,39,0,-1
17,4,193769,6,5,4,8,4,4,1,0,0,20,39,0,-1
72,4,225780,10,16,4,10,1,4,1,0,0,30,39,0,-1
34,1,436341,15,10,1,1,5,4,0,0,0,40,39,1,-1
65,4,255386,11,9,4,3,2,1,1,0,0,40,1,0,-1
36,4,174938,9,13,2,10,0,4,1,0,1887,50,39,1,-1
47,4,354148,14,15,2,10,0,4,1,99999,0,48,39,1,-1
38,4,353263,12,14,4,1,1,4,0,0,0,50,22,1,-1
44,4,207578,9,13,2,10,0,4,1,0,0,35,39,1,-1
50,2,163998,9,13,2,11,0,4,1,0,0,44,39,1,-1
29,1,309778,15,10,2,13,0,4,1,0,0,40,39,1,-1
20,0,41035,15,10,4,0,3,4,1,0,0,20,39,0,-1
68,4,159191,15,10,4,1,1,4,0,0,0,40,39,0,-1
72,6,473748,11,9,2,12,0,4,1,0,0,30,39,0,-1
45,1,71823,15,10,2,1,0,2,1,0,0,20,39,0,-1
56,4,178033,15,10,6,4,1,4,1,4416,0,60,39,0,-1
31,7,124020,7,12,2,13,0,4,1,0,0,40,39,1,-1
58,6,193434,11,9,2,3,0,4,1,0,0,20,39,0,-1
55,4,98746,15,10,2,13,0,4,1,0,0,50,2,1,-1
46,1,140664,15,10,2,4,0,4,1,0,0,48,39,1,-1
44,4,344920,9,13,4,1,1,4,0,0,1617,20,39,0,-1
64,6,30664,8,11,2,5,0,4,1,0,0,30,39,0,-1
20,4,109952,15,10,4,6,3,4,1,0,0,25,39,0,-1
36,1,106297,12,14,2,4,0,4,1,0,0,40,39,1,-1
33,6,48702,8,11,2,5,0,4,1,0,0,65,39,0,-1
51,6,111283,11,9,0,4,1,4,0,99999,0,35,39,1,-1
36,4,484024,11,9,0,7,4,4,1,0,0,40,39,0,-1
44,4,172032,8,11,2,1,0,4,1,7298,0,51,39,1,-1
31,6,108468,14,15,2,10,0,4,1,0,0,60,39,1,-1
39,4,1455435,7,12,5,3,1,4,1,0,0,40,39,0,-1
44,6,445382,15,10,0,8,4,4,1,0,0,40,39,0,-1
37,4,278576,11,9,2,7,0,4,1,0,0,60,39,1,-1
79,6,84979,8,11,2,12,0,4,1,0,0,20,39,1,-1
36,4,659504,9,13,2,4,0,2,1,0,0,45,39,1,-1
44,4,136986,15,10,2,3,0,4,1,0,0,60,39,1,-1
23,4,278107,11,9,2,7,0,4,1,0,1573,30,39,0,-1
46,6,131091,9,13,2,12,0,4,1,0,1902,40,39,1,-1
36,4,416745,7,12,0,4,1,4,1,0,0,48,39,0,-1
36,4,180667,11,9,2,3,0,4,1,0,1887,60,39,1,-1
41,7,108945,11,9,4,14,1,4,0,14344,0,40,39,1,-1
34,4,101345,9,13,2,12,5,4,0,0,0,40,39,1,-1
29,4,439263,11,9,2,11,0,4,1,0,0,35,29,0,-1
63,4,213095,9,13,2,4,0,4,1,0,0,50,39,1,-1
65,4,172815,15,10,2,5,0,4,1,0,0,40,39,0,-1
26,4,40915,9,13,4,8,1,4,0,0,0,25,39,0,-1
42,4,139012,10,16,2,10,0,1,1,0,0,40,36,1,-1
51,0,130667,11,9,5,0,1,2,1,0,0,6,39,0,-1
46,2,141944,9,13,2,10,0,4,1,0,0,38,39,1,-1
71,6,172046,5,4,2,5,0,4,1,0,0,50,39,0,-1
34,4,172928,11,9,2,12,0,4,1,0,0,65,39,0,-1
49,4,116338,11,9,5,10,4,4,0,0,653,60,39,0,-1
48,4,276664,10,16,2,10,0,4,1,0,1902,50,39,1,-1
42,4,119359,14,15,2,12,5,0,0,15024,0,40,35,1,-1
52,4,110748,12,14,2,10,0,4,1,0,0,50,39,1,-1
59,0,556688,6,5,0,0,1,4,0,0,0,12,39,0,-1
33,4,267859,15,10,2,4,0,4,1,0,0,40,5,1,-1
67,2,256821,11,9,0,11,1,2,1,0,0,20,39,0,-1
72,0,114761,5,4,6,0,4,4,0,0,0,20,39,0,-1
58,6,165315,11,9,2,12,0,4,1,0,0,35,39,1,-1
31,4,240771,15,10,2,3,0,4,1,4386,0,50,39,1,-1
37,4,119098,9,13,2,10,0,4,1,0,0,50,39,1,-1
53,7,151580,8,11,2,10,0,4,1,4386,0,40,39,1,-1
32,0,30499,9,13,0,0,4,4,0,0,0,32,39,0,-1
34,0,166545,15,10,2,0,5,4,0,7688,0,6,39,1,-1
30,4,271710,9,13,2,12,0,4,1,7298,0,50,39,1,-1
42,6,29962,9,13,2,12,0,4,1,0,0,48,39,0,-1
22,4,67234,11,9,4,12,1,4,1,0,0,60,39,0,-1
64,4,126233,11,9,2,4,0,4,1,0,0,20,39,0,-1
42,6,79036,9,13,2,5,0,4,1,0,0,65,39,0,-1
60,6,327474,11,9,2,12,0,4,1,0,0,70,39,0,-1
67,0,37092,5,4,2,0,0,4,1,0,0,4,39,0,-1
53,6,33304,14,15,2,10,0,4,1,0,0,38,39,1,-1
37,4,359001,8,11,2,14,0,4,1,15024,0,50,39,1,-1
55,4,750972,5,4,2,3,0,4,1,0,0,41,39,0,-1
58,4,142924,12,14,4,1,1,4,0,0,0,24,39,1,-1
74,5,228075,15,10,2,4,0,4,1,20051,0,25,39,1,-1
22,0,31102,15,10,4,0,3,1,0,0,0,4,35,0,-1
44,6,216921,0,6,2,8,0,4,1,0,0,70,39,0,-1
45,4,81132,15,10,2,13,0,1,1,0,0,55,39,1,-1
33,4,229732,9,13,4,12,1,4,1,0,0,45,39,1,-1
61,2,144723,12,14,2,4,0,4,1,7298,0,60,39,1,-1
29,4,148431,7,12,2,12,5,3,0,7688,0,45,39,1,-1
20,4,58222,15,10,4,6,3,4,1,0,0,20,39,0,-1
28,0,424884,0,6,5,0,1,4,1,0,0,30,39,0,-1
45,4,114459,11,9,2,3,0,4,1,0,0,50,39,1,-1
19,0,46400,15,10,4,0,1,4,0,0,0,24,39,0,-1
31,4,159123,9,13,2,10,0,4,1,0,0,60,39,1,-1
35,4,143152,15,10,2,1,5,4,0,3908,0,27,39,0,-1
27,4,247819,15,10,4,1,1,4,0,0,0,15,39,0,-1
27,2,229223,15,10,4,11,3,4,0,0,0,40,39,1,-1
80,4,86111,10,16,2,10,0,4,1,0,0,30,39,0,-1
23,7,35633,15,10,4,8,1,4,1,0,0,50,39,0,-1
38,4,607848,9,13,2,12,0,4,1,0,0,40,39,1,-1
50,4,173630,11,9,0,12,1,4,1,0,0,60,39,0,-1
90,4,311184,9,13,2,12,0,4,1,0,0,20,0,0,-1
55,4,49737,15,10,2,12,0,4,1,0,0,50,39,0,-1
72,4,183616,11,9,2,4,5,4,0,0,0,50,9,0,-1
65,4,129426,15,10,6,1,1,4,0,0,0,40,39,0,-1
37,4,454915,0,6,0,3,1,4,1,0,0,40,39,0,-1
46,4,393715,15,10,2,4,0,4,1,15024,0,50,39,1,-1
50,4,143953,11,9,2,12,0,4,1,0,0,65,39,1,-1
54,4,90363,7,12,2,4,0,4,1,0,0,40,39,1,-1
40,4,53727,12,14,4,12,1,4,1,0,0,50,39,1,-1
30,4,130021,5,4,2,3,0,4,1,2829,0,40,39,0,-1
28,4,410351,15,10,4,3,1,4,1,0,0,30,39,0,-1
34,4,399386,8,11,2,3,0,4,1,0,0,53,39,0,-1
19,0,46400,15,10,4,0,1,4,0,0,0,32,39,0,-1
39,4,63021,15,10,0,8,1,4,0,0,0,20,39,0,-1
45,7,101299,10,16,2,10,0,4,1,0,0,40,39,1,-1
31,7,113129,15,10,4,8,3,4,0,0,0,65,39,0,-1
32,4,316470,4,3,2,3,0,4,1,0,0,60,26,0,-1
60,6,89884,11,9,2,12,0,4,1,0,0,50,39,0,-1
41,4,32121,11,9,2,7,0,4,1,0,0,40,39,1,-1
21,4,315303,15,10,4,8,3,2,1,0,0,20,39,0,-1
27,4,160786,1,7,2,3,0,4,1,0,1902,40,39,1,-1
18,6,258474,0,6,4,5,3,4,1,0,0,40,39,0,-1
48,6,370119,15,10,2,4,0,4,1,0,0,40,39,1,-1
57,4,548256,2,8,2,14,0,2,1,7688,0,40,39,1,-1
42,2,175642,9,13,4,1,1,4,0,99999,0,40,39,1,-1
26,4,341353,9,13,4,8,2,4,1,0,0,15,39,0,-1
43,5,247981,11,9,0,3,4,4,1,5455,0,50,39,0,-1
51,6,127149,1,7,2,5,0,4,1,0,0,45,39,1,-1
49,6,182752,10,16,2,10,5,4,0,0,0,35,39,1,-1
28,4,179949,11,9,0,14,4,2,0,0,0,20,39,0,-1
22,1,32950,15,10,2,12,0,4,1,0,1902,37,39,0,-1
45,4,223999,6,5,2,8,0,4,1,0,1848,40,39,1,-1
62,0,337721,11,9,2,0,0,4,1,0,0,8,39,0,-1
42,2,100793,9,13,2,10,0,4,1,0,0,60,39,1,-1
33,6,33308,15,10,4,5,1,4,1,0,0,70,39,0,-1
68,7,493363,9,13,2,4,0,4,1,0,0,20,39,0,-1
30,0,159589,12,14,2,0,0,4,1,0,0,46,39,1,-1
53,4,158352,4,3,2,8,2,4,0,0,0,24,22,0,-1
38,4,76317,8,11,2,4,0,4,1,0,0,55,39,1,-1
26,4,463194,11,9,2,3,0,4,1,0,0,40,39,0,-1
24,4,450695,15,10,4,12,3,4,1,0,0,35,39,0,-1
44,2,124692,12,14,2,10,0,4,1,0,0,35,39,1,-1
19,4,63918,15,10,4,1,1,4,1,0,0,40,39,0,-1
47,4,102569,9,13,2,1,0,4,1,0,0,40,39,1,-1
22,0,77873,6,5,4,0,1,4,1,0,0,30,39,0,-1
50,4,145333,10,16,0,10,2,4,1,10520,0,50,39,1,-1
72,0,194548,15,10,3,0,1,4,1,0,0,3,39,0,-1
22,0,287988,15,10,4,0,1,4,1,0,0,15,39,0,-1
30,6,146161,11,9,2,4,0,4,1,0,1887,50,39,1,-1
37,4,196529,15,10,6,8,1,4,0,2354,0,40,0,0,-1
74,6,192413,14,15,0,10,2,4,1,0,0,40,39,0,-1
70,6,139889,15,10,2,5,0,4,1,2653,0,70,39,0,-1
30,4,35644,1,7,2,6,0,4,1,0,0,50,39,0,-1
31,4,265706,11,9,2,3,0,4,1,7298,0,40,39,1,-1
39,7,179668,15,10,2,11,0,4,1,0,0,70,39,0,-1
21,4,57951,15,10,4,8,3,4,0,0,0,30,39,0,-1
39,4,216149,14,15,0,10,1,4,1,0,0,70,39,1,-1
52,7,216342,9,13,6,4,4,4,0,0,0,55,39,0,-1
40,0,224361,6,5,0,0,4,4,0,0,0,5,5,0,-1
43,4,180303,9,13,2,4,0,1,1,0,0,50,39,1,-1
66,0,196736,3,2,4,0,1,2,1,0,0,30,39,0,-1
51,2,110327,9,13,2,4,0,4,1,0,0,40,39,1,-1
17,2,244856,1,7,4,10,3,4,0,0,0,40,39,0,-1
19,5,164658,15,10,4,5,3,4,1,0,0,60,39,0,-1
54,4,235693,1,7,0,1,1,4,1,0,0,40,39,1,-1
45,4,197038,9,13,0,10,1,4,1,0,0,50,39,1,-1
49,6,208872,11,9,2,5,0,4,1,0,1672,98,39,0,-1
27,5,376936,11,9,4,12,1,4,1,0,0,50,39,0,-1
42,2,138077,12,14,2,10,5,4,0,0,0,38,39,1,-1
45,4,36006,9,13,2,3,0,4,1,0,0,45,39,1,-1
19,4,214678,11,9,4,8,3,4,1,0,0,30,39,0,-1
46,4,369538,0,6,2,14,0,4,1,0,0,40,39,1,-1
47,5,181130,14,15,2,10,0,4,1,99999,0,50,39,1,-1
69,0,254834,9,13,2,0,0,4,1,10605,0,10,39,1,-1
43,1,156996,14,15,2,10,0,1,1,0,2415,55,0,1,-1
90,4,313749,9,13,4,10,3,4,0,0,0,10,39,0,-1
41,4,331651,14,15,2,4,5,4,0,0,0,50,24,1,-1
24,4,32921,15,10,4,5,3,4,1,0,0,50,39,0,-1
24,4,117167,15,10,4,8,1,4,0,0,0,53,39,0,-1
35,4,401930,11,9,2,1,5,4,0,0,1887,42,39,1,-1
19,2,210308,15,10,4,1,3,4,0,0,1721,30,39,0,-1
65,4,264188,11,9,6,12,1,4,0,0,0,24,39,0,-1
24,6,204209,15,10,4,5,3,4,1,0,0,60,39,0,-1
34,5,174215,12,14,4,4,1,4,0,4787,0,45,10,1,-1
33,4,315143,11,9,2,12,0,4,1,0,0,40,5,1,-1
39,6,208109,11,9,2,14,0,4,1,0,0,60,39,1,-1
58,4,116901,11,9,0,8,4,4,0,0,0,25,39,0,-1
36,6,405644,11,9,2,3,0,4,1,0,0,35,26,0,-1
33,1,293550,15,10,2,13,5,4,0,4064,0,40,39,0,-1
42,2,328581,12,14,2,10,0,4,1,0,0,55,39,0,-1
67,1,65475,11,9,2,13,0,4,1,0,0,40,39,1,-1
43,4,144778,9,13,2,10,0,4,1,0,0,55,22,1,-1
29,2,167544,7,12,0,8,4,4,0,0,0,13,39,0,-1
54,4,378747,0,6,5,14,4,2,1,0,0,45,39,1,-1
50,5,120781,9,13,2,12,0,1,1,0,0,60,35,1,-1
70,4,206232,0,6,2,7,0,4,1,0,0,50,39,0,-1
61,4,298400,9,13,0,12,1,2,1,4787,0,48,39,1,-1
38,6,140583,12,14,2,5,0,4,1,0,0,70,39,0,-1
51,4,137253,11,9,0,10,4,4,0,0,0,40,39,1,-1
66,6,182470,14,15,2,10,0,4,1,0,0,25,39,1,-1
57,5,107617,11,9,5,5,1,4,1,0,0,60,39,1,-1
44,5,116358,9,13,2,12,0,1,1,0,0,50,0,1,-1
42,4,367533,0,6,2,3,3,3,1,0,0,43,39,1,-1
74,4,188709,14,15,2,10,0,4,1,99999,0,50,39,1,-1
65,4,173674,11,9,0,8,2,4,0,0,0,14,39,0,-1
64,0,257790,11,9,0,0,4,4,0,0,0,38,39,0,-1
44,4,322391,1,7,5,8,4,2,0,0,0,30,39,0,-1
34,4,209691,8,11,2,10,0,4,1,4386,0,50,39,1,-1
17,4,104232,0,6,4,8,3,4,1,0,0,10,39,0,-1
17,0,86786,0,6,4,0,3,4,0,0,0,40,39,0,-1
54,4,169719,9,13,2,12,0,4,1,3103,0,40,39,1,-1
20,4,129240,15,10,4,1,3,4,0,0,0,20,39,0,-1
23,4,160968,15,10,4,10,3,4,1,0,0,10,39,0,-1
30,4,109282,15,10,4,12,3,4,1,0,0,20,39,0,-1
40,4,115932,9,13,2,10,0,4,1,0,0,60,21,1,-1
44,4,224658,11,9,2,3,0,4,1,0,0,45,39,1,-1
29,2,376302,8,11,2,13,5,4,0,0,0,35,27,1,-1
34,4,207301,11,9,0,7,4,4,0,0,0,20,39,0,-1
66,6,140456,9,13,2,12,0,4,1,0,0,40,39,1,-1
19,4,327397,11,9,4,10,3,4,1,0,0,30,39,0,-1
54,6,108435,15,10,2,14,0,4,1,2829,0,30,39,0,-1
47,4,329144,15,10,0,10,1,4,1,0,0,48,39,1,-1
48,5,250674,8,11,2,3,0,4,1,0,0,60,39,0,-1
57,0,176897,11,9,2,0,0,4,1,0,0,60,39,0,-1
50,5,132716,15,10,2,4,0,4,1,0,0,50,11,1,-1
62,4,174201,6,5,6,8,4,2,0,0,0,25,39,0,-1
62,4,319582,11,9,6,12,1,4,0,0,0,32,39,0,-1
32,7,200469,15,10,4,11,4,2,0,3887,0,40,39,0,-1
21,4,34616,15,10,4,12,3,4,0,0,0,20,39,0,-1
33,4,235847,14,15,2,4,5,4,0,0,0,40,39,1,-1
70,4,236055,5,4,6,8,1,4,0,0,0,35,39,0,-1
17,4,194612,1,7,4,8,3,4,1,0,0,25,39,0,-1
19,4,372483,15,10,4,8,2,2,1,0,0,35,39,0,-1
71,1,422149,15,10,2,4,0,4,1,20051,0,40,39,1,-1
26,4,272618,9,13,2,12,0,4,1,0,0,55,39,0,-1
22,4,46645,9,13,4,10,1,4,0,0,0,9,39,0,-1
48,7,31141,15,10,2,11,0,4,1,0,1902,40,39,1,-1
53,4,281425,11,9,2,3,0,4,1,0,0,40,39,1,-1
30,6,31510,7,12,0,3,1,4,1,0,0,50,39,0,-1
44,4,310255,15,10,2,3,0,4,1,0,0,60,39,1,-1
32,1,82393,9,13,2,10,0,1,1,0,0,56,39,1,-1
59,6,190514,1,7,2,3,0,4,1,0,0,20,39,0,-1
65,0,178931,11,9,2,0,0,0,1,3818,0,40,39,0,-1
31,4,226696,11,9,4,3,1,4,1,0,0,50,39,1,-1
53,4,195813,4,3,2,3,0,3,1,5178,0,40,33,1,-1
36,4,123983,9,13,2,10,0,1,1,0,0,55,24,1,-1
37,4,147258,6,5,2,7,0,4,1,0,0,50,39,1,-1
63,0,222289,9,13,2,0,0,4,1,7688,0,54,39,1,-1
67,5,171564,11,9,2,10,5,4,0,20051,0,30,9,1,-1
18,4,210828,15,10,4,6,3,3,1,0,0,30,39,0,-1
37,5,116554,12,14,0,4,1,4,0,0,0,70,39,0,-1
26,7,147719,9,13,4,10,1,1,1,0,0,20,19,0,-1
68,6,89011,10,16,2,10,0,4,1,0,0,50,2,0,-1
80,0,172826,11,9,2,0,0,4,1,0,0,8,39,0,-1
63,4,100099,6,5,2,14,0,4,1,0,0,40,39,0,-1
19,4,231688,15,10,4,7,3,4,1,0,0,20,39,0,-1
42,5,50122,11,9,2,12,0,4,1,0,0,60,39,0,-1
64,1,86837,7,12,2,8,0,1,1,0,0,40,39,1,-1
50,4,289390,11,9,2,3,0,4,1,0,0,47,39,0,-1
73,4,77884,11,9,2,5,0,1,1,0,0,40,30,0,-1
53,4,89587,15,10,2,14,0,4,1,7298,0,45,39,1,-1
37,2,365430,15,10,2,3,0,4,1,5178,0,40,39,1,-1
24,4,410439,15,10,4,3,3,4,1,0,0,15,39,0,-1
53,4,129525,9,13,2,4,0,4,1,0,0,50,39,1,-1
38,4,405284,9,13,4,8,3,4,0,0,0,35,39,0,-1
19,4,25429,2,8,4,8,3,4,0,0,0,20,39,0,-1
54,4,37289,12,14,2,4,5,4,0,0,0,55,39,1,-1
43,5,225165,11,9,2,12,0,4,1,0,0,55,39,1,-1
17,4,19752,1,7,4,8,3,2,0,0,0,25,39,0,-1
37,4,103925,11,9,6,1,4,4,0,0,0,68,39,0,-1
60,4,31577,8,11,2,13,0,4,1,0,0,40,39,0,-1
59,1,61298,9,13,3,4,1,4,0,0,0,40,39,0,-1
59,1,190541,11,9,2,3,0,4,1,0,0,40,39,1,-1
46,6,366089,14,15,2,10,0,4,1,15024,0,40,39,1,-1
28,0,389857,11,9,2,0,2,4,1,0,0,16,39,0,-1
29,4,51944,11,9,2,8,5,4,0,4386,0,40,39,1,-1
33,6,67482,8,11,0,8,4,4,0,0,0,99,39,0,-1
20,4,278391,15,10,4,1,3,4,1,0,0,25,27,0,-1
60,4,349898,11,9,6,8,1,4,0,0,0,44,39,0,-1
18,4,173255,11,9,4,14,3,4,1,1055,0,25,39,0,-1
52,1,29623,2,8,4,8,4,2,0,0,0,40,39,0,-1
30,4,163604,9,13,6,10,4,4,0,0,0,55,39,1,-1
33,4,163110,11,9,2,6,0,4,1,3781,0,40,39,0,-1
27,0,251854,9,13,2,0,5,2,0,0,0,35,0,1,-1
63,4,114011,11,9,5,3,1,4,0,0,0,20,39,0,-1
63,6,52144,15,10,6,4,1,4,1,0,0,35,39,0,-1
43,4,347934,11,9,5,12,1,4,0,0,0,30,39,0,-1
58,4,293399,1,7,6,7,1,4,0,0,0,40,39,0,-1
70,0,118630,8,11,6,0,4,4,0,0,0,35,39,0,-1
35,4,127306,8,11,4,1,3,4,0,14344,0,40,39,1,-1
42,4,366180,15,10,2,4,0,4,1,0,0,55,39,1,-1
20,2,188950,15,10,4,11,3,4,1,0,0,25,39,0,-1
62,4,24515,6,5,2,4,0,4,1,0,0,40,39,0,-1
41,4,283116,11,9,0,3,4,4,0,1506,0,50,39,0,-1
19,4,552354,2,8,4,7,3,4,1,0,0,40,39,0,-1
47,4,61885,9,13,2,10,0,4,1,15024,0,50,39,1,-1
36,6,182898,9,13,2,4,0,4,1,7298,0,40,39,1,-1
48,4,30289,0,6,2,3,0,4,1,0,0,30,39,0,-1
48,7,118330,9,13,2,4,0,4,1,5178,0,40,39,1,-1
36,4,469056,11,9,0,12,4,2,0,0,0,25,39,0,-1
59,4,32552,9,13,2,3,0,4,1,0,0,4,39,0,-1
33,1,26543,8,11,2,13,0,4,1,0,0,40,39,1,-1
31,4,84130,15,10,2,1,0,4,1,0,0,50,39,1,-1
66,2,261062,12,14,6,10,1,4,0,0,0,40,39,0,-1
23,2,336010,9,13,4,1,1,4,1,0,0,32,39,0,-1
52,4,389270,15,10,2,1,5,4,0,0,0,35,39,1,-1
17,4,138293,1,7,4,6,3,4,1,0,0,15,39,0,-1
35,4,240389,15,10,2,12,0,4,1,0,0,43,39,1,-1
39,4,190297,10,16,2,10,0,4,1,99999,0,55,39,1,-1
21,0,170070,15,10,4,0,1,4,0,0,0,10,39,0,-1
45,4,81534,11,9,2,8,0,1,1,0,0,84,24,1,-1
25,4,378322,11,9,4,3,1,4,1,0,2001,50,39,0,-1
56,4,116143,9,13,2,1,0,4,1,5178,0,44,39,1,-1
64,2,190660,11,9,0,3,1,4,1,0,0,40,39,1,-1
47,4,167159,11,9,0,7,1,4,1,4650,0,40,39,0,-1
36,4,58343,9,13,2,13,0,4,1,3103,0,42,39,1,-1
45,2,318280,15,10,2,10,0,4,1,7688,0,50,39,1,-1
31,2,80058,11,9,4,7,3,4,1,0,0,64,39,0,-1
45,4,274689,0,6,2,3,0,4,1,0,0,60,39,0,-1
33,4,217460,7,12,2,10,0,4,1,0,0,40,39,1,-1
30,6,166961,15,10,2,1,5,4,0,0,0,20,39,1,-1
70,6,124449,12,14,2,4,0,4,1,0,2246,8,39,1,-1
30,4,235271,9,13,2,12,0,4,1,0,0,40,39,1,-1
46,4,121124,7,12,2,4,0,4,1,15024,0,50,39,1,-1
37,4,94334,5,4,4,7,3,4,0,0,0,25,39,0,-1
59,5,169982,15,10,2,4,0,4,1,15024,0,60,39,1,-1
51,6,35295,11,9,4,5,4,4,1,0,0,45,39,0,-1
47,4,133969,9,13,2,4,0,1,1,2885,0,65,24,0,-1
36,4,35429,15,10,2,4,0,4,1,0,0,60,39,0,-1
73,2,205580,4,3,2,10,0,4,1,0,0,6,39,0,-1
51,2,35211,11,9,2,14,0,0,1,0,0,40,39,0,-1
19,4,144911,15,10,4,8,3,4,1,0,0,20,39,0,-1
45,4,197240,2,8,2,12,0,4,1,7688,0,40,39,1,-1
20,4,229414,11,9,4,7,3,4,0,0,0,30,39,0,-1
34,2,209213,9,13,4,10,2,2,1,0,0,15,39,0,-1
26,4,291968,14,15,2,10,0,4,1,0,1977,40,39,1,-1
73,1,127858,15,10,6,13,1,4,0,3273,0,40,39,0,-1
27,4,302406,12,14,2,10,0,4,1,0,0,55,39,0,-1
37,6,29054,8,11,4,5,3,4,1,0,0,84,39,0,-1
73,6,336007,11,9,2,12,0,4,1,0,0,40,39,0,-1
46,1,349230,8,11,2,13,0,4,1,0,1848,40,39,1,-1
54,6,46704,11,9,2,5,0,4,1,0,0,60,39,1,-1
68,2,31725,11,9,2,5,0,4,1,0,0,40,39,0,-1
28,4,375655,9,13,4,12,4,4,1,0,0,50,39,0,-1
28,4,105817,1,7,2,4,0,4,1,0,0,50,39,1,-1
40,4,163455,15,10,2,13,0,4,1,0,0,55,39,1,-1
60,0,41517,1,7,3,0,4,2,0,0,0,20,39,0,-1
18,4,102182,2,8,4,9,1,4,0,0,0,30,39,0,-1
90,2,153602,11,9,2,8,0,4,1,6767,0,40,39,0,-1
58,2,34878,9,13,0,10,1,4,0,0,0,50,39,0,-1
37,4,126569,12,14,2,4,0,4,1,0,1977,40,39,1,-1
65,0,315728,11,9,6,0,4,4,0,2329,0,75,39,0,-1
45,2,56841,11,9,2,3,0,4,1,0,0,40,39,1,-1
23,4,300275,11,9,4,12,1,4,1,0,0,48,39,0,-1
69,2,197288,11,9,2,4,0,4,1,0,0,35,39,0,-1
